observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3
52.2,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Value indices at current prices - Gross domestic product at market prices,Value indices at current prices - Gross domestic product at market prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,YBEU,YBEU,,,
52.8,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Value indices at current prices - Gross value added at basic prices,Value indices at current prices - Gross value added at basic prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,YBEX,YBEX,,,
73.8,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Chained  volume indices - Gross value added at basic prices,Chained  volume indices - Gross value added at basic prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,CGCE,CGCE,,,
74.2,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Chained  volume indices - Market sector gross value added,Chained  volume indices - Market sector gross value added,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,L48H,L48H,,,
71.0,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Implied deflators - Gross domestic product at market prices,Implied deflators - Gross domestic product at market prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,YBGB,YBGB,,,
71.6,,,,Number,,,,,,,,,,,,,1997 Q1,1997 Q1,,Quarter,,,,,,,,,,,,,,,Category,Category,,Implied deflators - Gross value added at basic prices,Implied deflators - Gross value added at basic prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,CGBV,CGBV,,,
52.7,,,,Number,,,,,,,,,,,,,1997 Q2,1997 Q2,,Quarter,,,,,,,,,,,,,,,Category,Category,,Value indices at current prices - Gross domestic product at market prices,Value indices at current prices - Gross domestic product at market prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,YBEU,YBEU,,,
52.9,,,,Number,,,,,,,,,,,,,1997 Q2,1997 Q2,,Quarter,,,,,,,,,,,,,,,Category,Category,,Value indices at current prices - Gross value added at basic prices,Value indices at current prices - Gross value added at basic prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,YBEX,YBEX,,,
74.5,,,,Number,,,,,,,,,,,,,1997 Q2,1997 Q2,,Quarter,,,,,,,,,,,,,,,Category,Category,,Chained  volume indices - Gross value added at basic prices,Chained  volume indices - Gross value added at basic prices,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,CGCE,CGCE,,,
74.9,,,,Number,,,,,,,,,,,,,1997 Q2,1997 Q2,,Quarter,,,,,,,,,,,,,,,Category,Category,,Chained  volume indices - Market sector gross value added,Chained  volume indices - Market sector gross value added,,,,Output,Output,,Seasonally adjusted,Seasonally adjusted,,,,CDID,CDID,,L48H,L48H,,,
