observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2
155.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2003.0,2003.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
150.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2004.0,2004.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
146.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2005.0,2005.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
147.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2006.0,2006.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
158.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2007.0,2007.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
151.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2008.0,2008.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
151.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2009.0,2009.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
154.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2010.0,2010.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
159.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2011.0,2011.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
162.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2012.0,2012.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
179.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2013.0,2013.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
192.0,, Full time equivalent in thousands,,,,,,,,,,,,,,,2014.0,2014.0,,Year,,,,,,,,,,,,,,,Employment,Employment,, TOTAL, TOTAL,,,,Source,Source,,Total,Total,,,
